"filename", "language", "JSON with Comments", "JSON", "TypeScript", "MS SQL", "Markdown", "Prisma", "JavaScript", "comment", "blank", "total"
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\entities\user.entity.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 3, 10, 54
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.controller.spec.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 5, 21
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.controller.ts", "TypeScript", 0, 0, 158, 0, 0, 0, 0, 0, 8, 166
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.repository.ts", "TypeScript", 0, 0, 109, 0, 0, 0, 0, 0, 17, 126
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.service.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 5, 23
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\src\users\users.service.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 0, 0, 15, 67
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\test\app.e2e-spec.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\test\jest-e2e.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\tsconfig.build.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\21651\Desktop\to learn\projects\stage_2026\import-export\tsconfig.json", "JSON with Comments", 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 26, 12960, 10693, 232, 38, 310, 33, 463, 1786, 26541
